Date,Opening Price,Maximum Price,Minimum Price,Closing Price
26.09.2018,114740,114760,114730,114750
26.09.2018,114740,114780,114710,114720
26.09.2018,114720,114750,114720,114740
26.09.2018,114730,114730,114710,114720
26.09.2018,114720,114720,114670,114720
26.09.2018,114710,114720,114670,114670
26.09.2018,114660,114680,114610,114620
26.09.2018,114630,114660,114620,114620
26.09.2018,114620,114660,114600,114650
26.09.2018,114640,114640,114610,114640
26.09.2018,114620,114630,114610,114610
26.09.2018,114620,114650,114600,114640
26.09.2018,114640,114670,114640,114670
26.09.2018,114680,114680,114590,114630
26.09.2018,114620,114630,114510,114550
26.09.2018,114540,114540,114470,114490
26.09.2018,114490,114490,114430,114480
26.09.2018,114470,114510,114430,114440
26.09.2018,114450,114450,114400,114400
26.09.2018,114410,114410,114160,114200
26.09.2018,114200,114220,114130,114190
26.09.2018,114180,114190,114050,114070
26.09.2018,114090,114110,114010,114020
26.09.2018,114030,114130,113960,114130
26.09.2018,114130,114160,114080,114090
26.09.2018,114110,114110,114060,114090
26.09.2018,114080,114140,114060,114130
26.09.2018,114150,114150,114090,114100
26.09.2018,114090,114170,114080,114120
26.09.2018,114120,114170,114110,114150
26.09.2018,114170,114190,114110,114180
26.09.2018,114180,114190,114150,114160
26.09.2018,114150,114170,114090,114130
26.09.2018,114140,114180,114120,114160
26.09.2018,114160,114190,114130,114160
26.09.2018,114160,114190,114150,114150
26.09.2018,114150,114170,114140,114170
26.09.2018,114170,114180,114160,114160
26.09.2018,114180,114180,114160,114170
26.09.2018,114150,114170,114140,114160
26.09.2018,114160,114170,114140,114160
26.09.2018,114160,114170,114130,114170
26.09.2018,114150,114220,114150,114190
26.09.2018,114190,114220,114180,114210
26.09.2018,114220,114230,114210,114210
26.09.2018,114200,114230,114200,114230
26.09.2018,114230,114240,114220,114240
26.09.2018,114240,114240,114190,114200
26.09.2018,114210,114220,114190,114210
26.09.2018,114190,114200,114160,114160
26.09.2018,114170,114220,114150,114220
26.09.2018,114220,114250,114220,114220
26.09.2018,114230,114270,114230,114270
26.09.2018,114270,114280,114240,114250
26.09.2018,114250,114260,114240,114260
26.09.2018,114250,114260,114230,114240
26.09.2018,114250,114260,114240,114260
26.09.2018,114260,114290,114240,114260
26.09.2018,114270,114280,114260,114270
26.09.2018,114280,114280,114270,114280
26.09.2018,114280,114280,114270,114280
26.09.2018,114290,114310,114280,114300
26.09.2018,114310,114330,114290,114310
26.09.2018,114290,114320,114290,114310
26.09.2018,114310,114320,114300,114310
26.09.2018,114310,114350,114290,114340
26.09.2018,114330,114330,114310,114310
26.09.2018,114310,114310,114270,114270
26.09.2018,114270,114300,114250,114300
26.09.2018,114300,114330,114300,114320
26.09.2018,114310,114320,114300,114320
26.09.2018,114330,114340,114300,114340
26.09.2018,114340,114340,114320,114330
26.09.2018,114330,114340,114300,114300
26.09.2018,114300,114340,114300,114310
26.09.2018,114310,114320,114280,114280
26.09.2018,114280,114310,114270,114270
26.09.2018,114270,114290,114240,114250
26.09.2018,114250,114270,114180,114180
26.09.2018,114190,114190,114150,114150
26.09.2018,114160,114170,114130,114160
26.09.2018,114160,114250,114160,114250
26.09.2018,114250,114390,114230,114280
26.10.2018,111760,111760,111020,111070
26.10.2018,111070,111100,110950,111030
26.10.2018,111030,111060,110880,110990
26.10.2018,110990,111060,110940,111040
26.10.2018,111040,111070,110910,110920
26.10.2018,110910,111000,110850,111000
26.10.2018,110990,111000,110910,110940
26.10.2018,110940,111080,110930,111070
26.10.2018,111070,111080,110910,110920
26.10.2018,110930,110950,110830,110900
26.10.2018,110890,110930,110830,110920
26.10.2018,110920,111010,110900,110950
26.10.2018,110950,110960,110880,110940
26.10.2018,110940,111100,110850,110850
26.10.2018,110850,110870,110810,110820
26.10.2018,110820,110830,110620,110780
26.10.2018,110790,110830,110720,110800
26.10.2018,110790,110790,110700,110760
26.10.2018,110750,110780,110700,110780
26.10.2018,110780,110800,110710,110770
26.10.2018,110780,110780,110640,110710
26.10.2018,110740,110770,110710,110740
26.10.2018,110740,110810,110650,110810
26.10.2018,110810,110810,110660,110660
26.10.2018,110670,110770,110610,110670
26.10.2018,110680,110700,110530,110560
26.10.2018,110560,110620,110540,110610
26.10.2018,110620,110650,110590,110610
26.10.2018,110610,110630,110580,110620
26.10.2018,110620,110670,110610,110610
26.10.2018,110620,110670,110570,110650
26.10.2018,110650,110760,110640,110720
26.10.2018,110720,110830,110690,110790
26.10.2018,110800,110820,110690,110760
26.10.2018,110760,110870,110680,110860
26.10.2018,110860,110870,110750,110810
26.10.2018,110800,110840,110740,110780
26.10.2018,110760,110800,110710,110730
26.10.2018,110730,110780,110720,110770
26.10.2018,110760,110810,110720,110790
26.10.2018,110790,110800,110730,110730
26.10.2018,110740,110760,110700,110710
26.10.2018,110710,110790,110710,110760
26.10.2018,110750,110800,110700,110770
26.10.2018,110760,110790,110690,110700
26.10.2018,110700,110820,110690,110810
26.10.2018,110810,110850,110790,110820
26.10.2018,110830,110910,110820,110890
26.10.2018,110880,110940,110870,110870
26.10.2018,110860,110920,110840,110880
26.10.2018,110880,110990,110880,110920
26.10.2018,110920,110950,110850,110900
26.10.2018,110900,110950,110880,110880
26.10.2018,110890,110970,110880,110890
26.10.2018,110890,110900,110780,110790
26.10.2018,110800,110810,110760,110790
26.10.2018,110800,110820,110730,110770
26.10.2018,110770,110780,110650,110700
26.10.2018,110700,110710,110590,110650
26.10.2018,110640,110640,110560,110590
26.10.2018,110590,110630,110580,110600
26.10.2018,110600,110640,110560,110600
26.10.2018,110590,110610,110440,110500
26.10.2018,110500,110500,110370,110400
26.10.2018,110400,110470,110360,110390
26.10.2018,110380,110460,110300,110460
26.10.2018,110460,110480,110410,110430
26.10.2018,110430,110430,110370,110380
26.10.2018,110380,110410,110330,110410
26.10.2018,110400,110470,110390,110460
26.10.2018,110450,110460,110400,110430
26.10.2018,110440,110440,110320,110400
26.10.2018,110390,110390,110030,110100
26.10.2018,110100,110100,109920,110010
26.10.2018,110000,110050,109950,109990
26.10.2018,109990,110140,109970,110100
26.10.2018,110110,110150,110080,110080
26.10.2018,110090,110160,110080,110120
26.10.2018,110140,110170,110050,110160
26.10.2018,110160,110170,110100,110160
26.10.2018,110150,110160,110070,110130
26.10.2018,110130,110150,110090,110140
26.10.2018,110140,110200,110060,110200
26.10.2018,110200,110210,110130,110140
26.10.2018,110140,110200,110140,110160
26.10.2018,110170,110230,110110,110230
26.10.2018,110230,110230,110160,110160
26.10.2018,110160,110220,110150,110150
26.10.2018,110150,110160,110070,110130
26.10.2018,110130,110130,110060,110090
26.10.2018,110090,110150,110060,110140
26.10.2018,110130,110150,110040,110060
26.10.2018,110060,110150,110000,110150
26.10.2018,110160,110310,110120,110270
26.10.2018,110260,110290,110250,110280
26.10.2018,110280,110340,110260,110330
26.10.2018,110330,110410,110300,110330
26.10.2018,110330,110340,110270,110290
26.10.2018,110300,110300,110200,110200
26.10.2018,110210,110280,110180,110280
26.10.2018,110270,110280,110150,110200
26.10.2018,110200,110210,110080,110080
26.10.2018,110090,110100,109950,109950
26.10.2018,109950,110070,109930,110040
26.10.2018,110040,110040,109800,109860
26.10.2018,109860,109910,109800,109840
26.10.2018,109830,109880,109800,109850
26.10.2018,109840,109870,109800,109850
26.10.2018,109850,109900,109820,109900
26.10.2018,109880,109910,109850,109910
26.10.2018,109900,109930,109880,109910
26.10.2018,109910,109980,109880,109940
26.10.2018,109930,109950,109900,109950
26.10.2018,109950,110030,109940,110000
26.10.2018,110000,110100,110000,110040
26.10.2018,110020,110050,109960,110000
26.10.2018,110000,110030,109920,109940
26.10.2018,109930,110000,109880,109960
26.10.2018,109950,110030,109930,110030
26.10.2018,110030,110050,110000,110000
26.10.2018,110010,110030,109930,109960
26.10.2018,109960,110020,109960,110010
26.10.2018,110010,110010,109950,109960
26.10.2018,109960,109980,109930,109930
26.10.2018,109920,109920,109810,109840
26.10.2018,109820,109930,109820,109930
26.10.2018,109930,110000,109930,109950
26.10.2018,109950,109950,109910,109910
26.10.2018,109920,110020,109910,110010
26.10.2018,110020,110030,109910,109940
26.10.2018,109930,109950,109900,109930
26.10.2018,109920,109940,109910,109920
26.10.2018,109920,109960,109900,109950
26.10.2018,109930,109960,109930,109940
26.10.2018,109940,109970,109910,109910
26.10.2018,109900,109900,109800,109810
26.10.2018,109820,109860,109800,109840
26.10.2018,109850,109920,109810,109890
26.10.2018,109910,109960,109900,109960
26.10.2018,109960,109980,109800,109850
26.10.2018,109850,109880,109680,109730
26.10.2018,109740,109930,109720,109900
26.10.2018,109890,109920,109860,109920
26.10.2018,109910,109970,109860,109970
26.10.2018,109970,109980,109820,109850
26.10.2018,109860,109910,109850,109890
26.10.2018,109900,109970,109890,109930
26.10.2018,109920,109960,109890,109900
26.10.2018,109900,109950,109870,109900
26.10.2018,109900,109910,109730,109740
26.10.2018,109730,109800,109680,109790
26.10.2018,109780,109800,109620,109700
26.10.2018,109700,109730,109590,109720
26.10.2018,109720,109750,109640,109730
26.10.2018,109730,109830,109730,109810
26.10.2018,109820,109880,109800,109880
26.10.2018,109870,109880,109830,109860
26.10.2018,109860,109860,109710,109770
26.10.2018,109780,109870,109730,109870
26.10.2018,109860,109930,109840,109870
26.10.2018,109860,109860,109640,109710
26.10.2018,109710,109710,109560,109650
26.10.2018,109640,109640,109460,109630
26.10.2018,109620,109630,109490,109560
26.10.2018,109550,109560,109460,109460
26.10.2018,109460,109510,109410,109490
26.10.2018,109500,109520,109450,109480
26.10.2018,109480,109510,109450,109490
26.10.2018,109480,109530,109420,109440
26.10.2018,109420,109470,109360,109390
26.10.2018,109380,109430,109360,109430
26.10.2018,109420,109420,109330,109390
26.10.2018,109390,109510,109380,109510
26.10.2018,109500,109500,109380,109440
26.10.2018,109420,109460,109400,109460
26.10.2018,109450,109500,109430,109480
26.10.2018,109480,109490,109370,109420
26.10.2018,109420,109420,109380,109400
26.10.2018,109400,109420,109310,109400
26.10.2018,109400,109420,109340,109410
26.10.2018,109420,109520,109330,109510
26.10.2018,109510,109540,109460,109510
26.10.2018,109510,109520,109390,109400
26.10.2018,109400,109430,109360,109400
26.10.2018,109390,109460,109380,109440
26.10.2018,109430,109440,109330,109330
26.10.2018,109340,109370,109300,109350
26.10.2018,109340,109350,109300,109340
26.10.2018,109340,109370,109150,109250
26.10.2018,109250,109340,109250,109340
26.10.2018,109340,109370,109310,109310
26.10.2018,109320,109390,109290,109360
26.10.2018,109350,109380,109340,109360
26.10.2018,109370,109370,109320,109330
26.10.2018,109340,109400,109330,109360
26.10.2018,109360,109440,109350,109400
26.10.2018,109400,109520,109400,109490
26.10.2018,109480,109520,109430,109500
26.10.2018,109500,109500,109410,109440
26.10.2018,109440,109450,109310,109330
26.10.2018,109320,109380,109250,109380
26.10.2018,109370,109440,109320,109390
26.10.2018,109390,109490,109390,109490
26.10.2018,109480,109490,109420,109470
26.10.2018,109460,109480,109360,109390
26.10.2018,109390,109450,109370,109420
26.10.2018,109420,109480,109400,109480
26.10.2018,109480,109480,109410,109450
26.10.2018,109430,109440,109370,109410
26.10.2018,109410,109450,109400,109430
26.10.2018,109420,109450,109250,109270
26.10.2018,109260,109530,109250,109520
26.10.2018,109520,109530,109330,109360
26.10.2018,109360,109370,109220,109360
26.10.2018,109360,109480,109270,109480
26.10.2018,109480,109540,109470,109480
26.10.2018,109480,109490,109400,109450
26.10.2018,109450,109570,109420,109510
26.10.2018,109510,109510,109410,109410
26.10.2018,109410,109480,109390,109460
26.10.2018,109440,109510,109360,109400
26.10.2018,109400,109410,109380,109390
26.10.2018,109400,109460,109360,109460
26.10.2018,109460,109490,109410,109440
26.10.2018,109440,109450,109330,109360
26.10.2018,109360,109470,109360,109460
26.10.2018,109460,109480,109400,109470
26.10.2018,109470,109480,109410,109410
26.10.2018,109410,109470,109400,109410
26.10.2018,109400,109430,109390,109430
26.10.2018,109420,109470,109390,109470
26.10.2018,109470,109500,109450,109460
26.10.2018,109460,109490,109430,109440
26.10.2018,109440,109450,109350,109410
26.10.2018,109390,109420,109370,109410
26.10.2018,109400,109450,109350,109380
26.10.2018,109380,109390,109270,109290
26.10.2018,109290,109380,109270,109360
26.10.2018,109350,109390,109330,109340
26.10.2018,109350,109430,109320,109370
26.10.2018,109380,109430,109360,109390
26.10.2018,109380,109390,109280,109360
26.10.2018,109380,109480,109350,109470
26.10.2018,109470,109480,109430,109450
26.10.2018,109470,109540,109450,109510
26.10.2018,109510,109550,109480,109500
26.10.2018,109500,109540,109460,109470
26.10.2018,109470,109480,109380,109380
26.10.2018,109410,109460,109400,109430
26.10.2018,109420,109440,109360,109360
26.10.2018,109360,109410,109310,109380
26.10.2018,109390,109450,109360,109390
26.10.2018,109390,109470,109370,109470
26.10.2018,109470,109590,109470,109540
26.10.2018,109530,109650,109520,109610
26.10.2018,109620,109640,109520,109580
26.10.2018,109560,109610,109550,109580
26.10.2018,109580,109580,109480,109550
26.10.2018,109550,109560,109500,109520
26.10.2018,109520,109520,109470,109510
26.10.2018,109510,109550,109500,109540
26.10.2018,109530,109580,109510,109540
26.10.2018,109550,109580,109530,109560
26.10.2018,109550,109570,109520,109540
26.10.2018,109540,109540,109520,109530
26.10.2018,109540,109580,109510,109560
26.10.2018,109550,109600,109530,109550
26.10.2018,109560,109560,109420,109420
26.10.2018,109410,109450,109370,109430
26.10.2018,109440,109520,109440,109490
26.10.2018,109490,109500,109450,109460
26.10.2018,109460,109470,109320,109350
26.10.2018,109340,109380,109270,109330
26.10.2018,109330,109380,109300,109370
26.10.2018,109380,109380,109330,109380
26.10.2018,109390,109400,109280,109310
26.10.2018,109300,109350,109300,109340
26.10.2018,109340,109360,109330,109350
26.10.2018,109350,109430,109350,109360
26.10.2018,109360,109440,109360,109400
26.10.2018,109400,109430,109370,109390
26.10.2018,109390,109400,109300,109310
26.10.2018,109320,109350,109260,109350
26.10.2018,109350,109370,109270,109290
26.10.2018,109290,109310,109220,109240
26.10.2018,109240,109240,109200,109220
26.10.2018,109220,109240,109180,109190
26.10.2018,109190,109200,109110,109170
26.10.2018,109170,109230,109150,109210
26.10.2018,109210,109230,109190,109200
26.10.2018,109200,109290,109200,109250
26.10.2018,109260,109290,109230,109240
26.10.2018,109230,109250,109190,109220
26.10.2018,109220,109260,109200,109230
26.10.2018,109240,109280,109210,109270
26.10.2018,109260,109290,109220,109280
26.10.2018,109270,109320,109260,109300
26.10.2018,109310,109320,109240,109260
26.10.2018,109260,109300,109240,109280
26.10.2018,109280,109280,109180,109190
26.10.2018,109190,109230,109170,109210
26.10.2018,109240,109280,109210,109270
26.10.2018,109270,109300,109170,109180
26.10.2018,109180,109220,109130,109210
26.10.2018,109200,109270,109200,109230
26.10.2018,109230,109260,109210,109250
26.10.2018,109260,109260,109210,109240
26.10.2018,109250,109290,109240,109270
26.10.2018,109270,109300,109240,109260
26.10.2018,109270,109270,109220,109240
26.10.2018,109250,109260,109210,109250
26.10.2018,109250,109280,109210,109250
26.10.2018,109260,109270,109220,109250
26.10.2018,109250,109270,109210,109250
26.10.2018,109250,109300,109240,109300
26.10.2018,109290,109310,109260,109310
26.10.2018,109300,109330,109280,109300
26.10.2018,109300,109310,109280,109300
26.10.2018,109300,109300,109270,109290
26.10.2018,109300,109310,109270,109300
26.10.2018,109300,109350,109290,109330
26.10.2018,109340,109340,109290,109310
26.10.2018,109310,109360,109310,109340
26.10.2018,109350,109360,109280,109340
26.10.2018,109330,109340,109250,109270
26.10.2018,109270,109480,109250,109460
26.10.2018,109480,109570,109420,109430
26.10.2018,109440,109550,109410,109550
26.10.2018,109530,109560,109460,109500
26.10.2018,109510,109530,109410,109440
26.10.2018,109440,109510,109410,109420
26.10.2018,109410,109490,109410,109430
26.10.2018,109430,109490,109430,109460
26.10.2018,109450,109480,109430,109450
26.10.2018,109460,109480,109420,109470
26.10.2018,109470,109470,109380,109430
26.10.2018,109430,109440,109420,109420
26.10.2018,109410,109430,109360,109390
26.10.2018,109380,109380,109230,109270
26.10.2018,109260,109330,109250,109320
26.10.2018,109310,109340,109280,109290
26.10.2018,109290,109290,109240,109270
26.10.2018,109260,109280,109210,109220
26.10.2018,109220,109250,109200,109210
26.10.2018,109220,109320,109200,109280
26.10.2018,109280,109290,109230,109260
26.10.2018,109270,109270,109180,109200
26.10.2018,109200,109220,109180,109180
26.10.2018,109180,109210,109180,109190
26.10.2018,109210,109240,109180,109220
26.10.2018,109230,109240,109050,109090
26.10.2018,109090,109140,109070,109140
26.10.2018,109130,109140,109060,109100
26.10.2018,109100,109170,109090,109170
26.10.2018,109180,109200,109140,109140
26.10.2018,109140,109150,109050,109130
26.10.2018,109130,109180,109130,109170
26.10.2018,109170,109220,109150,109210
26.10.2018,109210,109230,109160,109220
26.10.2018,109220,109240,109200,109200
26.10.2018,109200,109240,109120,109200
26.10.2018,109210,109280,109190,109230
26.10.2018,109220,109220,109150,109150
26.10.2018,109140,109170,109060,109070
26.10.2018,109070,109130,109070,109100
26.10.2018,109110,109110,109000,109050
26.10.2018,109050,109190,109020,109150
26.10.2018,109140,109230,109130,109210
26.10.2018,109220,109300,109200,109300
26.10.2018,109300,109310,109240,109270
26.10.2018,109270,109280,109210,109240
26.10.2018,109220,109290,109210,109220
26.10.2018,109220,109220,109130,109160
26.10.2018,109160,109230,109150,109210
26.10.2018,109210,109210,109150,109170
26.10.2018,109170,109230,109150,109230
26.10.2018,109230,109240,109190,109240
26.10.2018,109240,109250,109220,109250
26.10.2018,109230,109310,109220,109290
26.10.2018,109290,109330,109240,109240
26.10.2018,109240,109320,109240,109240
26.10.2018,109250,109280,109220,109230
26.10.2018,109220,109260,109210,109220
26.10.2018,109230,109280,109220,109230
26.10.2018,109230,109240,109150,109150
26.10.2018,109160,109290,109130,109220
26.10.2018,109230,109320,109170,109210
26.10.2018,109200,109210,109010,109010
26.10.2018,109030,109040,108920,108960
26.10.2018,108960,109060,108920,109000
26.10.2018,109000,109290,108970,109270
26.10.2018,109280,109380,109270,109370
26.10.2018,109370,109430,109360,109380
26.10.2018,109370,109380,109200,109230
26.10.2018,109240,109330,109110,109200
26.10.2018,109210,109320,109200,109260
26.10.2018,109270,109270,109150,109210
26.10.2018,109240,109280,109110,109170
26.10.2018,109180,109310,109180,109290
26.10.2018,109280,109330,109200,109310
26.10.2018,109290,109420,109290,109410
26.10.2018,109410,109410,109280,109360
26.10.2018,109370,109370,109280,109330
26.10.2018,109350,109470,109330,109400
26.10.2018,109410,109470,109370,109450
26.10.2018,109430,109440,109320,109350
26.10.2018,109360,109380,109310,109380
26.10.2018,109380,109400,109260,109270
26.10.2018,109260,109260,109140,109210
26.10.2018,109210,109290,109170,109190
26.10.2018,109200,109290,109200,109250
26.10.2018,109260,109360,109220,109230
26.10.2018,109240,109300,109180,109270
26.10.2018,109280,109300,109230,109260
26.10.2018,109270,109300,109210,109250
26.10.2018,109260,109260,108970,109010
26.10.2018,108990,109010,108820,108830
26.10.2018,108820,108940,108810,108840
26.10.2018,108840,108930,108820,108900
26.10.2018,108890,108960,108790,108800
26.10.2018,108800,108810,108660,108690
26.10.2018,108680,108750,108660,108700
26.10.2018,108710,108730,108620,108670
26.10.2018,108670,108730,108610,108720
26.10.2018,108700,108810,108670,108770
26.10.2018,108760,108890,108750,108870
26.10.2018,108860,108930,108830,108850
26.10.2018,108850,108880,108790,108850
26.10.2018,108850,108850,108770,108840
26.10.2018,108850,108870,108800,108840
26.10.2018,108830,108860,108780,108800
26.10.2018,108810,108950,108800,108890
26.10.2018,108890,108920,108840,108870
26.10.2018,108880,108910,108800,108820
26.10.2018,108810,108900,108810,108900
26.10.2018,108900,108910,108860,108870
26.10.2018,108870,108890,108810,108840
26.10.2018,108850,109010,108840,109010
26.10.2018,109010,109070,108980,109040
26.10.2018,109050,109100,109020,109050
26.10.2018,109060,109220,109050,109180
26.10.2018,109160,109180,109030,109040
26.10.2018,109040,109140,109040,109090
26.10.2018,109090,109170,109070,109090
26.10.2018,109080,109130,108940,108970
26.10.2018,108960,109010,108900,108950
26.10.2018,108950,109040,108950,109020
26.10.2018,109010,109040,108880,108880
26.10.2018,108890,108960,108870,108920
26.10.2018,108920,109070,108910,109040
26.10.2018,109040,109120,108980,109080
26.10.2018,109080,109100,108990,109070
26.10.2018,109070,109150,109030,109110
26.10.2018,109100,109110,108990,108990
26.10.2018,109000,109060,108930,109060
26.10.2018,109060,109130,109010,109070
26.10.2018,109060,109130,109010,109030
26.10.2018,109030,109100,108970,109030
26.10.2018,109040,109060,108990,108990
26.10.2018,108990,109080,108990,109020
26.10.2018,109010,109020,108810,108830
26.10.2018,108830,108830,108780,108800
26.10.2018,108800,108920,108800,108890
26.10.2018,108900,108960,108860,108920
26.10.2018,108930,108970,108890,108940
26.10.2018,108940,109020,108910,108990
26.10.2018,109000,109020,108940,108970
26.10.2018,108960,108960,108850,108900
26.10.2018,108910,108910,108860,108890
26.10.2018,108880,109030,108880,108960
26.10.2018,108980,109010,108950,108980
26.10.2018,108990,109070,108930,108940
26.10.2018,108940,108940,108780,108820
26.10.2018,108830,108920,108820,108850
26.10.2018,108840,108930,108800,108880
26.10.2018,108890,108980,108850,108960
26.10.2018,108960,109000,108940,108950
26.10.2018,108940,108970,108870,108960
26.10.2018,108950,108990,108880,108890
26.10.2018,108900,108940,108850,108900
26.10.2018,108890,108920,108840,108920
26.10.2018,108920,109060,108900,109050
26.10.2018,109050,109150,109020,109140
26.10.2018,109130,109300,109130,109220
26.10.2018,109220,109220,109110,109140
26.10.2018,109150,109190,109090,109150
26.10.2018,109160,109160,109020,109160
26.10.2018,109150,109240,109130,109170
26.10.2018,109180,109200,109090,109110
26.10.2018,109090,109230,109090,109210
26.10.2018,109200,109290,109170,109270
26.10.2018,109280,109310,109220,109270
26.10.2018,109250,109290,109230,109290
26.10.2018,109290,109390,109240,109340
26.10.2018,109340,109390,109210,109260
26.10.2018,109270,109330,109240,109270
26.10.2018,109270,109300,109240,109290
26.10.2018,109300,109340,109220,109240
26.10.2018,109230,109240,109160,109240
26.10.2018,109240,109360,109230,109310
26.10.2018,109320,109350,109250,109310
26.10.2018,109320,109400,109310,109360
26.10.2018,109350,109370,109260,109320
26.10.2018,109310,109400,109290,109370
26.10.2018,109380,109400,109290,109300
26.10.2018,109310,109380,109300,109360
26.10.2018,109370,109410,109360,109390
26.10.2018,109400,109420,109350,109390
26.10.2018,109390,109440,109380,109400
26.10.2018,109420,109570,109380,109510
26.10.2018,109530,109710,109530,109580
26.10.2018,109580,109610,109500,109510
26.10.2018,109510,109650,109510,109530
26.10.2018,109540,109560,109470,109520
26.10.2018,109530,109550,109480,109530
26.10.2018,109530,109580,109500,109540
26.10.2018,109540,109560,109470,109520
26.10.2018,109520,109560,109500,109550
26.10.2018,109550,109580,109520,109540
26.10.2018,109530,109550,109420,109420
26.10.2018,109520,110110,109450,109970
26.10.2018,109970,110000,109880,109890
26.10.2018,109900,109940,109890,109900
26.10.2018,109900,109900,109780,109790
26.10.2018,109790,109920,109780,109890
26.10.2018,109880,109960,109810,109840
26.10.2018,109830,109850,109790,109850
26.10.2018,109820,109890,109810,109860
26.10.2018,109860,109890,109780,109890
26.10.2018,109880,109930,109860,109890
26.10.2018,109910,109910,109760,109800
26.10.2018,109810,109860,109800,109830
26.10.2018,109820,109840,109760,109830
26.10.2018,109820,109840,109750,109810
26.10.2018,109820,109940,109800,109930
26.10.2018,109930,110020,109920,110000
26.10.2018,110000,110020,109910,109950
26.10.2018,109940,109940,109870,109880
26.10.2018,109880,109920,109800,109840
26.10.2018,109840,109910,109830,109880
26.10.2018,109870,109930,109870,109920
26.10.2018,109910,109910,109860,109880
26.10.2018,109870,109870,109820,109830
26.10.2018,109830,109840,109730,109740
26.10.2018,109730,109830,109700,109800
26.10.2018,109800,109840,109760,109820
26.10.2018,109830,109980,109830,109970
26.10.2018,109970,110000,109920,109920
26.10.2018,109930,109980,109920,109950
26.10.2018,109950,109960,109890,109930
26.10.2018,109920,109980,109900,109910
26.10.2018,109910,109920,109820,109860
26.10.2018,109860,109870,109800,109810
26.10.2018,109800,109850,109770,109820
26.10.2018,109810,109840,109770,109840
26.10.2018,109820,109860,109790,109860
26.10.2018,109870,109900,109820,109900
26.10.2018,109900,109950,109880,109880
26.10.2018,109910,110000,109900,110000
26.10.2018,110000,110020,109970,110000
26.10.2018,110000,110040,110000,110030
26.10.2018,110020,110160,110020,110100
26.10.2018,110110,110130,110020,110090
26.10.2018,110080,110090,110050,110080
26.10.2018,110080,110110,110050,110100
26.10.2018,110100,110110,110070,110100
26.10.2018,110110,110120,110050,110070
26.10.2018,110070,110070,109840,109840
26.10.2018,109840,109900,109820,109870
26.10.2018,109870,109880,109850,109860
26.10.2018,109870,109870,109790,109800
26.10.2018,109790,109800,109750,109750
26.10.2018,109750,109820,109730,109740
26.10.2018,109730,109740,109670,109690
26.10.2018,109690,109760,109670,109750
26.10.2018,109740,109860,109710,109860
26.10.2018,109840,109860,109750,109760
26.10.2018,109770,109830,109750,109830
26.10.2018,109820,109870,109810,109840
26.10.2018,109840,109950,109810,109950
26.10.2018,109940,110000,109900,109930
26.10.2018,109940,109940,109810,109830
26.10.2018,109820,109860,109810,109840
26.10.2018,109850,109860,109790,109820
26.10.2018,109820,109850,109760,109770
26.10.2018,109770,109820,109760,109790
26.10.2018,109800,109800,109740,109770
26.10.2018,109770,109890,109770,109890
26.10.2018,109880,109890,109810,109810
26.10.2018,109830,109830,109710,109790
26.10.2018,109800,109840,109780,109840
26.10.2018,109830,109850,109770,109840
26.10.2018,109830,109860,109790,109820
26.10.2018,109830,109850,109740,109760
26.10.2018,109760,109900,109740,109880
26.10.2018,109890,109900,109790,109800
26.10.2018,109800,109830,109760,109810
26.10.2018,109800,109870,109800,109830
26.10.2018,109810,109810,109680,109690
26.10.2018,109690,109690,109570,109600
26.10.2018,109600,109700,109600,109650
26.10.2018,109640,109720,109640,109680
26.10.2018,109690,109720,109630,109700
26.10.2018,109700,109700,109570,109600
26.10.2018,109600,109620,109550,109580
26.10.2018,109570,109580,109510,109530
26.10.2018,109540,109560,109510,109540
26.10.2018,109540,109570,109490,109500
26.10.2018,109510,109510,109390,109420
26.10.2018,109400,109470,109390,109450
26.10.2018,109440,109530,109420,109530
26.10.2018,109520,109560,109480,109540
26.10.2018,109550,109550,109470,109490
26.10.2018,109490,109540,109460,109460
26.10.2018,109470,109480,109390,109450
26.10.2018,109440,109520,109350,109510
26.10.2018,109510,109570,109470,109540
26.10.2018,109560,109560,109520,109550
26.10.2018,109550,109650,109550,109610
26.10.2018,109590,109660,109590,109620
26.10.2018,109630,109640,109500,109510
26.10.2018,109510,109530,109480,109510
26.10.2018,109500,109620,109490,109560
26.10.2018,109580,109610,109510,109610
26.10.2018,109620,109720,109610,109700
26.10.2018,109680,109750,109650,109660
26.10.2018,109650,109700,109640,109680
26.10.2018,109690,109700,109640,109690
26.10.2018,109700,109700,109630,109680
26.10.2018,109650,109750,109640,109730
26.10.2018,109740,109780,109690,109720
26.10.2018,109740,109790,109730,109770
26.10.2018,109760,109760,109660,109660
26.10.2018,109670,109710,109650,109700
26.10.2018,109680,109740,109670,109670
26.10.2018,109670,109760,109660,109720
26.10.2018,109740,109750,109570,109590
26.10.2018,109590,109590,109470,109500
26.10.2018,109490,109510,109420,109490
26.10.2018,109510,109520,109430,109500
26.10.2018,109500,109510,109430,109430
26.10.2018,109430,109520,109430,109510
26.10.2018,109510,109550,109480,109480
26.10.2018,109470,109480,109400,109440
26.10.2018,109450,109510,109440,109480
26.10.2018,109500,109560,109500,109550
26.10.2018,109550,109580,109500,109500
26.10.2018,109490,109570,109490,109490
26.10.2018,109490,109530,109400,109430
26.10.2018,109430,109520,109420,109470
26.10.2018,109470,109550,109440,109460
26.10.2018,109450,109510,109450,109490
